"Y"	"Z"	"x1"	"x2"	"x3"	"x4"	"tau"
"1"	2.24301884775819	0	0.763577926596726	0.94154634710435	-0.502918137685514	-1.43747857607677	4.4687022002978
"2"	0.399724058597377	0	-0.588427820646807	0.797677443068252	-0.328356688521512	-0.714009600211347	1.62082180177464
"3"	3.58657790190898	0	0.488170099154544	0.133532140040707	0.549331714154299	-0.70988436702567	3.10987233834979
"4"	0.992909248757268	0	1.37962526403385	0.178619324661234	-0.232648794132064	-0.346799827606177	4.93786985272894
"5"	3.00771145940742	1	0.172271893239941	0.283602330914764	-0.031724341464781	-2.21008097284502	2.62814611739465
"6"	2.55472119750923	0	-0.297800238815627	0.267895368917046	0.46776121403483	-1.64959431995916	1.67229489128579
"7"	0.509358247219062	0	-0.015278406349039	-1.57371763885389	0.648020713207162	0.912281378514633	0.395725548448034
"8"	-7.11780178734046	1	-0.699149925264687	-1.87557554361223	-1.07229638947104	0.933857759319198	-1.2738753941416
"9"	4.12154377004399	0	-0.16136637774947	0.247998749440714	0.105173565958846	0.424679759975781	1.92526599394177
"10"	-4.24585112978875	1	-1.06411298292267	0.100732467762132	-1.20631095235455	-1.96277287694771	-0.0274934980832052
"11"	0.243934423661052	0	-1.65219995218977	0.972180460266782	-0.874982172533452	0.0165982102978385	-0.332219444112766
"12"	-5.81752474410804	1	-1.13385726648308	0.101128973366852	-1.78634194107255	-1.29861117408116	-0.166585559599311
"13"	-7.46840989372736	1	-0.45033001922724	-0.876531405990893	-1.20321177065923	1.6478341645075	0.222808555554627
"14"	-0.0103414403514368	0	-0.940963356730066	-0.323502323265825	0.238612354841031	-0.586995351478701	-0.205429036725957
"15"	1.90057064162858	0	0.557928675085643	-0.0456364622863309	0.268403237058204	0.187158393029249	3.07022088788496
"16"	16.004371806934	1	1.92778886334515	1.4669456631608	0.293867306203541	-0.0515689296456204	7.32252338985109
"17"	-4.71093368050451	0	0.410363943742741	-2.99282340288787	0.13441721953341	0.98090179499044	-0.172095515402385
"18"	-8.58966562787593	0	-0.266603030837578	-0.805397725877069	-1.97820928984921	-0.98037273879187	0.661396212447775
"19"	15.1084217407607	1	1.92735356755496	0.806479966447293	1.08431638926745	-0.687727979754142	6.66118710155722
"20"	7.13566852512372	1	-0.778883509649138	0.480476686895777	0.755552143345604	0.047184817002651	0.922709667597501
"21"	-3.28383054103447	1	-0.532300616029958	0.875129037883483	-1.89792752530753	-1.63649412635566	1.81052780582357
"22"	-0.917617053318764	1	-1.67216037168314	-0.306467461780014	0.0987152409783695	-0.0716218360796001	-1.6507882051463
"23"	2.21958601893136	0	0.21054684428112	0.308561696155353	0.0543073998519085	0.509840458614184	2.72965538471759
"24"	-0.623267767152777	0	-1.14260453865217	0.400571245960676	-0.119873865638376	0.673676843911075	0.115362168656336
"25"	-6.33829160807313	0	0.578212684422094	1.70722283649098	-2.00044018137544	0.50895293032423	4.86364820533517
"26"	-1.73279555299691	0	0.100297303122552	-0.777886817915537	-0.24404674802239	-0.118006539810517	1.42270778832957
"27"	-5.05701158105613	0	-0.612903687975618	-0.403429409465159	-0.969721289910376	0.728350853270949	0.370763214583606
"28"	-4.5271108782656	1	-0.938370320954363	0.756080739290111	-1.53881717937397	0.168992346421664	0.879340097381386
"29"	2.54716482916917	0	0.632234246513125	1.0151340068694	-0.468974179103701	-1.07232691639905	4.27960249989565
"30"	4.71973176451599	1	-0.0920622380734526	-0.22049402517416	0.594221108838487	-0.733930983746343	1.59538149867893
"31"	-2.78950472887156	0	-0.0670013643129831	-1.35284013464225	0.0383477307225512	-0.941974474005307	0.513157136731784
"32"	1.91522111818949	1	0.29817687922128	0.851522403299757	-1.18956571213446	-1.84264605841479	3.44787616174232
"33"	-0.365001260332994	1	0.865355448175503	-0.494513858758061	-1.27365464226916	-0.163165105665012	3.23619703759295
"34"	5.66087405235403	0	-0.60509849954883	-0.108925119330847	1.3647505235463	0.715465897034354	0.680877881571493
